job_ref,region_code,region_name,patch_code,meter_type,job_type,status,requested_date,booked_date,completed_date,engineer_id,contacts_count,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2025-0045735,MID,Midlands,MID-P7,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-MID-033,5,,,185.0,95.0,0
IMSERV-2025-0045736,MID,Midlands,MID-P3,SMETS2_GAS,REMOVAL,Completed,2025-02-18,2025-01-31,2025-02-18,ENG-MID-004,4,,,90.0,48.0,0
IMSERV-2025-0045737,MID,Midlands,MID-P4,SMETS2,EXCHANGE,Cancelled,2025-02-18,2025-02-13,,,3,Wrong meter type,,0,0,0
IMSERV-2025-0045738,MID,Midlands,MID-P6,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-MID-004,2,,,165.0,82.0,0
IMSERV-2025-0045739,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-01,2025-02-18,ENG-MID-033,5,,,165.0,82.0,0
IMSERV-2025-0045740,MID,Midlands,MID-P5,IHD,EXCHANGE,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-MID-038,2,,,165.0,82.0,0
IMSERV-2025-0045741,MID,Midlands,MID-P6,SMETS2_GAS,REPAIR,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-MID-030,2,,,120.0,65.0,0
IMSERV-2025-0045742,MID,Midlands,MID-P1,SMETS2,REPAIR,Aborted,2025-02-18,2025-02-04,,ENG-MID-027,5,,Parts not available,0,65.0,0
IMSERV-2025-0045743,MID,Midlands,MID-P1,IHD,NEW_INSTALL,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-MID-025,2,,,185.0,95.0,0
IMSERV-2025-0045744,MID,Midlands,MID-P4,SMETS2,EXCHANGE,Aborted,2025-02-18,2025-02-06,,ENG-MID-038,1,,Customer unavailable,0,82.0,0
IMSERV-2025-0045745,MID,Midlands,MID-P7,SMETS1,REPAIR,Booked,2025-02-18,2025-02-07,,ENG-MID-032,5,,,0,0,0
IMSERV-2025-0045746,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-12,2025-02-18,ENG-MID-001,4,,,165.0,82.0,0
IMSERV-2025-0045747,MID,Midlands,MID-P3,SMETS2_GAS,REPAIR,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-MID-013,4,,,120.0,65.0,0
IMSERV-2025-0045748,MID,Midlands,MID-P7,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-MID-039,4,,,185.0,95.0,0
IMSERV-2025-0045749,MID,Midlands,MID-P6,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-07,2025-02-18,ENG-MID-042,1,,,165.0,82.0,0
IMSERV-2025-0045750,MID,Midlands,MID-P4,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-MID-018,1,,,165.0,82.0,0
IMSERV-2025-0045751,MID,Midlands,MID-P4,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-MID-003,1,,,165.0,82.0,0
IMSERV-2025-0045752,MID,Midlands,MID-P5,SMETS2,EXCHANGE,Completed,2025-02-18,2025-01-31,2025-02-18,ENG-MID-016,4,,,165.0,82.0,0
IMSERV-2025-0045753,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Cancelled,2025-02-18,2025-02-05,,,1,Customer refused,,0,0,0
IMSERV-2025-0045754,MID,Midlands,MID-P4,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-01-29,2025-02-18,ENG-MID-025,4,,,165.0,82.0,0
IMSERV-2025-0045755,MID,Midlands,MID-P4,SMETS2,NEW_INSTALL,Cancelled,2025-02-18,2025-02-03,,,4,Rescheduled by customer,,0,0,0
IMSERV-2025-0045756,MID,Midlands,MID-P1,SMETS2_GAS,EXCHANGE,Cancelled,2025-02-18,2025-02-08,,,1,Work order error,,0,0,0
IMSERV-2025-0045757,SE,South East,SE-P3,SMETS2,EXCHANGE,Aborted,2025-02-18,2025-02-03,,ENG-SE-029,4,,Parts not available,0,82.0,0
IMSERV-2025-0045758,SE,South East,SE-P1,SMETS1,NEW_INSTALL,Completed,2025-02-18,2025-02-12,2025-02-18,ENG-SE-043,4,,,185.0,95.0,0
IMSERV-2025-0045759,SE,South East,SE-P6,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-SE-038,5,,,185.0,95.0,0
IMSERV-2025-0045760,SE,South East,SE-P3,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-SE-035,1,,,165.0,82.0,0
IMSERV-2025-0045761,SE,South East,SE-P1,SMETS1,REPAIR,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-SE-035,2,,,120.0,65.0,0
IMSERV-2025-0045762,SE,South East,SE-P5,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-SE-004,3,,,185.0,95.0,0
IMSERV-2025-0045763,SE,South East,SE-P3,SMETS1,NEW_INSTALL,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-SE-018,1,,,185.0,95.0,0
IMSERV-2025-0045764,SE,South East,SE-P4,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-SE-009,3,,,165.0,82.0,0
IMSERV-2025-0045765,SE,South East,SE-P3,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-01,2025-02-18,ENG-SE-047,5,,,165.0,82.0,0
IMSERV-2025-0045766,SE,South East,SE-P6,SMETS2,REPAIR,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-SE-009,3,,,120.0,65.0,0
IMSERV-2025-0045767,SE,South East,SE-P5,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-SE-051,3,,,165.0,82.0,0
IMSERV-2025-0045768,SE,South East,SE-P2,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-05,2025-02-18,ENG-SE-046,2,,,165.0,82.0,0
IMSERV-2025-0045769,SE,South East,SE-P7,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-07,2025-02-18,ENG-SE-037,1,,,165.0,82.0,0
IMSERV-2025-0045770,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-SE-030,5,,,185.0,95.0,0
IMSERV-2025-0045771,SE,South East,SE-P1,IHD,EXCHANGE,Aborted,2025-02-18,2025-02-06,,ENG-SE-043,1,,Customer unavailable,0,82.0,0
IMSERV-2025-0045772,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-09,2025-02-18,ENG-SE-012,5,,,185.0,95.0,0
IMSERV-2025-0045773,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-15,2025-02-18,ENG-SE-020,2,,,165.0,82.0,0
IMSERV-2025-0045774,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-13,2025-02-18,ENG-SE-027,2,,,165.0,82.0,0
IMSERV-2025-0045775,SE,South East,SE-P4,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-01-29,2025-02-18,ENG-SE-031,2,,,185.0,95.0,0
IMSERV-2025-0045776,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-SE-025,4,,,185.0,95.0,0
IMSERV-2025-0045777,SE,South East,SE-P5,IHD,REPAIR,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-SE-020,4,,,120.0,65.0,0
IMSERV-2025-0045778,SE,South East,SE-P3,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-SE-008,4,,,165.0,82.0,0
IMSERV-2025-0045779,SE,South East,SE-P7,IHD,EXCHANGE,Cancelled,2025-02-18,2025-02-13,,,2,Wrong meter type,,0,0,0
IMSERV-2025-0045780,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Booked,2025-02-18,2025-02-06,,ENG-SE-013,5,,,0,0,0
IMSERV-2025-0045781,SE,South East,SE-P1,SMETS2,REPAIR,Booked,2025-02-18,2025-02-06,,ENG-SE-018,2,,,0,0,0
IMSERV-2025-0045782,SW,South West,SW-P3,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-05,2025-02-18,ENG-SW-005,2,,,165.0,82.0,0
IMSERV-2025-0045783,SW,South West,SW-P4,SMETS1,REPAIR,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-SW-011,5,,,120.0,65.0,0
IMSERV-2025-0045784,SW,South West,SW-P3,SMETS1,NEW_INSTALL,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-SW-004,3,,,185.0,95.0,0
IMSERV-2025-0045785,SW,South West,SW-P3,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-SW-012,3,,,185.0,95.0,0
IMSERV-2025-0045786,SW,South West,SW-P1,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-SW-018,2,,,165.0,82.0,0
IMSERV-2025-0045787,SW,South West,SW-P3,SMETS2,EXCHANGE,Aborted,2025-02-18,2025-01-28,,ENG-SW-003,2,,Parts not available,0,82.0,0
IMSERV-2025-0045788,SW,South West,SW-P1,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-SW-005,5,,,165.0,82.0,0
IMSERV-2025-0045789,SW,South West,SW-P4,IHD,NEW_INSTALL,Cancelled,2025-02-18,2025-02-08,,,1,Safety concern,,0,0,0
IMSERV-2025-0045790,SW,South West,SW-P1,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-SW-013,5,,,165.0,82.0,0
IMSERV-2025-0045791,SW,South West,SW-P2,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-15,2025-02-18,ENG-SW-005,1,,,185.0,95.0,0
IMSERV-2025-0045792,WAL,Wales,WAL-P1,SMETS1,NEW_INSTALL,Completed,2025-02-18,2025-02-14,2025-02-18,ENG-WAL-004,1,,,185.0,95.0,0
IMSERV-2025-0045793,WAL,Wales,WAL-P2,SMETS2,REPAIR,Completed,2025-02-18,2025-02-05,2025-02-18,ENG-WAL-006,3,,,120.0,65.0,0
IMSERV-2025-0045794,WAL,Wales,WAL-P3,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-08,2025-02-18,ENG-WAL-004,1,,,165.0,82.0,0
IMSERV-2025-0045795,WAL,Wales,WAL-P2,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-02-07,2025-02-18,ENG-WAL-012,5,,,185.0,95.0,0
IMSERV-2025-0045796,WAL,Wales,WAL-P2,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-WAL-019,2,,,165.0,82.0,0
IMSERV-2025-0045797,WAL,Wales,WAL-P3,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-02,2025-02-18,ENG-WAL-003,3,,,165.0,82.0,0
IMSERV-2025-0045798,WAL,Wales,WAL-P2,SMETS2,EXCHANGE,Booked,2025-02-18,2025-02-05,,ENG-WAL-019,1,,,0,0,0
IMSERV-2025-0045799,WAL,Wales,WAL-P2,SMETS1,REPAIR,Cancelled,2025-02-18,2025-02-14,,,4,Customer refused,,0,0,0
IMSERV-2025-0045800,WAL,Wales,WAL-P1,SMETS2_GAS,NEW_INSTALL,Aborted,2025-02-18,2025-02-05,,ENG-WAL-004,4,,Health & safety concern,0,95.0,0
IMSERV-2025-0045801,SCO,Scotland,SCO-P1,SMETS1,EXCHANGE,Booked,2025-02-18,2025-01-28,,ENG-SCO-019,1,,,0,0,0
IMSERV-2025-0045802,SCO,Scotland,SCO-P3,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-02-18,2025-02-11,,,3,Work order error,,0,0,0
IMSERV-2025-0045803,SCO,Scotland,SCO-P3,SMETS2,NEW_INSTALL,Booked,2025-02-18,2025-02-06,,ENG-SCO-001,5,,,0,0,0
IMSERV-2025-0045804,SCO,Scotland,SCO-P4,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-06,2025-02-18,ENG-SCO-018,2,,,185.0,95.0,0
IMSERV-2025-0045805,SCO,Scotland,SCO-P4,SMETS2,NEW_INSTALL,Cancelled,2025-02-18,2025-02-08,,,1,No access to meter,,0,0,0
IMSERV-2025-0045806,SCO,Scotland,SCO-P2,SMETS2,REMOVAL,Aborted,2025-02-18,2025-02-09,,ENG-SCO-007,5,,Faulty meter location,0,48.0,0
IMSERV-2025-0045807,SCO,Scotland,SCO-P1,SMETS2,REPAIR,Completed,2025-02-18,2025-02-03,2025-02-18,ENG-SCO-014,3,,,120.0,65.0,0
IMSERV-2025-0045808,SCO,Scotland,SCO-P2,SMETS2,EXCHANGE,Booked,2025-02-18,2025-02-07,,ENG-SCO-016,5,,,0,0,0
IMSERV-2025-0045809,SCO,Scotland,SCO-P1,SMETS2,EXCHANGE,Cancelled,2025-02-18,2025-02-14,,,5,No access to meter,,0,0,0
IMSERV-2025-0045810,SCO,Scotland,SCO-P1,SMETS2,EXCHANGE,Cancelled,2025-02-18,2025-02-09,,,2,Work order error,,0,0,0
IMSERV-2025-0045811,SCO,Scotland,SCO-P2,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-18,2025-01-28,2025-02-18,ENG-SCO-018,1,,,185.0,95.0,0
IMSERV-2025-0045812,YRK,Yorkshire,YRK-P2,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-02-18,2025-01-29,,,5,Wrong meter type,,0,0,0
IMSERV-2025-0045813,YRK,Yorkshire,YRK-P4,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-10,2025-02-18,ENG-YRK-020,5,,,165.0,82.0,0
IMSERV-2025-0045814,YRK,Yorkshire,YRK-P2,SMETS2_GAS,EXCHANGE,Aborted,2025-02-18,2025-02-07,,ENG-YRK-014,2,,Health & safety concern,0,82.0,0
IMSERV-2025-0045815,YRK,Yorkshire,YRK-P3,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-02-01,2025-02-18,ENG-YRK-013,1,,,165.0,82.0,0
IMSERV-2025-0045816,YRK,Yorkshire,YRK-P4,SMETS2,REMOVAL,Booked,2025-02-18,2025-02-13,,ENG-YRK-027,3,,,0,0,0
IMSERV-2025-0045817,YRK,Yorkshire,YRK-P1,SMETS2,REMOVAL,Booked,2025-02-18,2025-02-02,,ENG-YRK-016,4,,,0,0,0
IMSERV-2025-0045818,YRK,Yorkshire,YRK-P2,SMETS2_GAS,EXCHANGE,Completed,2025-02-18,2025-01-31,2025-02-18,ENG-YRK-026,5,,,165.0,82.0,0
IMSERV-2025-0045819,YRK,Yorkshire,YRK-P1,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-YRK-033,4,,,185.0,95.0,0
IMSERV-2025-0045820,YRK,Yorkshire,YRK-P3,IHD,NEW_INSTALL,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-YRK-025,3,,,185.0,95.0,0
IMSERV-2025-0045821,YRK,Yorkshire,YRK-P5,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-YRK-019,1,,,165.0,82.0,0
IMSERV-2025-0045822,YRK,Yorkshire,YRK-P3,SMETS1,EXCHANGE,Completed,2025-02-18,2025-01-31,2025-02-18,ENG-YRK-032,2,,,165.0,82.0,0
IMSERV-2025-0045823,YRK,Yorkshire,YRK-P5,SMETS2,NEW_INSTALL,Completed,2025-02-18,2025-02-11,2025-02-18,ENG-YRK-022,4,,,185.0,95.0,0
IMSERV-2025-0045824,YRK,Yorkshire,YRK-P3,SMETS2,EXCHANGE,Completed,2025-02-18,2025-02-07,2025-02-18,ENG-YRK-024,2,,,165.0,82.0,0
IMSERV-2025-0045825,YRK,Yorkshire,YRK-P3,SMETS1,EXCHANGE,Completed,2025-02-18,2025-02-04,2025-02-18,ENG-YRK-004,5,,,165.0,82.0,0
IMSERV-2025-0045826,NW,North West,NW-P2,SMETS2,REMOVAL,Cancelled,2025-02-19,2025-02-14,,,5,Rescheduled by customer,,0,0,0
IMSERV-2025-0045827,NW,North West,NW-P2,SMETS2,EXCHANGE,Cancelled,2025-02-19,2025-02-07,,,4,Safety concern,,0,0,0
IMSERV-2025-0045828,NW,North West,NW-P5,SMETS1,EXCHANGE,Booked,2025-02-19,2025-02-06,,ENG-NW-006,3,,,0,0,0
IMSERV-2025-0045829,NW,North West,NW-P5,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-14,2025-02-19,ENG-NW-012,2,,,185.0,95.0,0
IMSERV-2025-0045830,NW,North West,NW-P4,SMETS2_GAS,REPAIR,Cancelled,2025-02-19,2025-02-04,,,3,Customer not home,,0,0,0
IMSERV-2025-0045831,NW,North West,NW-P4,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-13,2025-02-19,ENG-NW-034,2,,,165.0,82.0,0
IMSERV-2025-0045832,NW,North West,NW-P6,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-14,2025-02-19,ENG-NW-033,3,,,185.0,95.0,0
IMSERV-2025-0045833,NW,North West,NW-P3,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-16,2025-02-19,ENG-NW-018,3,,,185.0,95.0,0
IMSERV-2025-0045834,NW,North West,NW-P1,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-12,2025-02-19,ENG-NW-003,3,,,185.0,95.0,0
IMSERV-2025-0045835,NW,North West,NW-P5,SMETS1,NEW_INSTALL,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-NW-003,4,,,185.0,95.0,0
IMSERV-2025-0045836,NW,North West,NW-P6,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-12,2025-02-19,ENG-NW-003,2,,,165.0,82.0,0
IMSERV-2025-0045837,NW,North West,NW-P2,SMETS1,REPAIR,Completed,2025-02-19,2025-02-02,2025-02-19,ENG-NW-001,5,,,120.0,65.0,0
IMSERV-2025-0045838,NW,North West,NW-P3,SMETS2,REPAIR,Cancelled,2025-02-19,2025-02-13,,,3,Rescheduled by customer,,0,0,0
IMSERV-2025-0045839,NW,North West,NW-P6,SMETS2,EXCHANGE,Cancelled,2025-02-19,2025-02-13,,,2,Work order error,,0,0,0
IMSERV-2025-0045840,NW,North West,NW-P4,SMETS1,NEW_INSTALL,Completed,2025-02-19,2025-02-02,2025-02-19,ENG-NW-035,3,,,185.0,95.0,0
IMSERV-2025-0045841,NW,North West,NW-P5,SMETS1,NEW_INSTALL,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-NW-021,5,,,185.0,95.0,0
IMSERV-2025-0045842,NW,North West,NW-P5,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-07,2025-02-19,ENG-NW-037,4,,,165.0,82.0,0
IMSERV-2025-0045843,NE,North East,NE-P5,SMETS2_GAS,EXCHANGE,Cancelled,2025-02-19,2025-02-07,,,4,Customer not home,,0,0,0
IMSERV-2025-0045844,NE,North East,NE-P1,IHD,NEW_INSTALL,Completed,2025-02-19,2025-02-13,2025-02-19,ENG-NE-016,3,,,185.0,95.0,0
IMSERV-2025-0045845,NE,North East,NE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-14,2025-02-19,ENG-NE-011,3,,,185.0,95.0,0
IMSERV-2025-0045846,NE,North East,NE-P4,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-NE-022,3,,,185.0,95.0,0
IMSERV-2025-0045847,NE,North East,NE-P2,SMETS1,REPAIR,Completed,2025-02-19,2025-02-04,2025-02-19,ENG-NE-022,5,,,120.0,65.0,0
IMSERV-2025-0045848,NE,North East,NE-P5,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-13,2025-02-19,ENG-NE-021,3,,,165.0,82.0,0
IMSERV-2025-0045849,NE,North East,NE-P5,SMETS2,REMOVAL,Completed,2025-02-19,2025-02-14,2025-02-19,ENG-NE-021,1,,,90.0,48.0,0
IMSERV-2025-0045850,NE,North East,NE-P5,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-01-31,2025-02-19,ENG-NE-005,4,,,185.0,95.0,0
IMSERV-2025-0045851,NE,North East,NE-P2,SMETS2_GAS,REPAIR,Completed,2025-02-19,2025-02-12,2025-02-19,ENG-NE-026,5,,,120.0,65.0,0
IMSERV-2025-0045852,NE,North East,NE-P1,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-06,2025-02-19,ENG-NE-014,3,,,165.0,82.0,0
IMSERV-2025-0045853,NE,North East,NE-P5,SMETS2_GAS,EXCHANGE,Completed,2025-02-19,2025-02-01,2025-02-19,ENG-NE-028,2,,,165.0,82.0,0
IMSERV-2025-0045854,NE,North East,NE-P1,SMETS2,REPAIR,Completed,2025-02-19,2025-02-04,2025-02-19,ENG-NE-014,3,,,120.0,65.0,0
IMSERV-2025-0045855,NE,North East,NE-P2,SMETS2_GAS,EXCHANGE,Booked,2025-02-19,2025-02-06,,ENG-NE-021,2,,,0,0,0
IMSERV-2025-0045856,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-MID-040,2,,,185.0,95.0,0
IMSERV-2025-0045857,MID,Midlands,MID-P7,SMETS2,REPAIR,Cancelled,2025-02-19,2025-02-16,,,2,Safety concern,,0,0,0
IMSERV-2025-0045858,MID,Midlands,MID-P1,SMETS2,EXCHANGE,Booked,2025-02-19,2025-02-15,,ENG-MID-040,1,,,0,0,0
IMSERV-2025-0045859,MID,Midlands,MID-P7,IHD,NEW_INSTALL,Completed,2025-02-19,2025-02-11,2025-02-19,ENG-MID-009,1,,,185.0,95.0,0
IMSERV-2025-0045860,MID,Midlands,MID-P2,SMETS1,REMOVAL,Completed,2025-02-19,2025-02-03,2025-02-19,ENG-MID-021,1,,,90.0,48.0,0
IMSERV-2025-0045861,MID,Midlands,MID-P3,SMETS2_GAS,REPAIR,Completed,2025-02-19,2025-02-05,2025-02-19,ENG-MID-031,5,,,120.0,65.0,0
IMSERV-2025-0045862,MID,Midlands,MID-P5,SMETS1,NEW_INSTALL,Completed,2025-02-19,2025-02-07,2025-02-19,ENG-MID-035,2,,,185.0,95.0,0
IMSERV-2025-0045863,MID,Midlands,MID-P4,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-16,2025-02-19,ENG-MID-030,3,,,185.0,95.0,0
IMSERV-2025-0045864,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-02,2025-02-19,ENG-MID-003,3,,,165.0,82.0,0
IMSERV-2025-0045865,MID,Midlands,MID-P3,SMETS2,REPAIR,Completed,2025-02-19,2025-02-15,2025-02-19,ENG-MID-024,5,,,120.0,65.0,0
IMSERV-2025-0045866,MID,Midlands,MID-P2,SMETS1,NEW_INSTALL,Booked,2025-02-19,2025-02-03,,ENG-MID-022,2,,,0,0,0
IMSERV-2025-0045867,MID,Midlands,MID-P7,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-13,2025-02-19,ENG-MID-027,5,,,185.0,95.0,0
IMSERV-2025-0045868,MID,Midlands,MID-P2,SMETS1,EXCHANGE,Completed,2025-02-19,2025-02-10,2025-02-19,ENG-MID-035,5,,,165.0,82.0,0
IMSERV-2025-0045869,MID,Midlands,MID-P6,SMETS2_GAS,EXCHANGE,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-MID-041,1,,,165.0,82.0,0
IMSERV-2025-0045870,MID,Midlands,MID-P4,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-06,2025-02-19,ENG-MID-016,1,,,185.0,95.0,0
IMSERV-2025-0045871,MID,Midlands,MID-P5,SMETS1,REMOVAL,Completed,2025-02-19,2025-02-10,2025-02-19,ENG-MID-020,3,,,90.0,48.0,0
IMSERV-2025-0045872,MID,Midlands,MID-P4,SMETS1,NEW_INSTALL,Completed,2025-02-19,2025-02-05,2025-02-19,ENG-MID-034,1,,,185.0,95.0,0
IMSERV-2025-0045873,MID,Midlands,MID-P1,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-06,2025-02-19,ENG-MID-035,5,,,185.0,95.0,0
IMSERV-2025-0045874,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-06,2025-02-19,ENG-MID-002,5,,,165.0,82.0,0
IMSERV-2025-0045875,MID,Midlands,MID-P2,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-19,2025-01-29,,ENG-MID-026,1,,,0,0,0
IMSERV-2025-0045876,SE,South East,SE-P3,SMETS1,EXCHANGE,Completed,2025-02-19,2025-02-10,2025-02-19,ENG-SE-023,1,,,165.0,82.0,0
IMSERV-2025-0045877,SE,South East,SE-P6,IHD,EXCHANGE,Completed,2025-02-19,2025-02-06,2025-02-19,ENG-SE-010,1,,,165.0,82.0,0
IMSERV-2025-0045878,SE,South East,SE-P2,SMETS1,EXCHANGE,Completed,2025-02-19,2025-01-30,2025-02-19,ENG-SE-047,3,,,165.0,82.0,0
IMSERV-2025-0045879,SE,South East,SE-P5,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-15,2025-02-19,ENG-SE-024,1,,,165.0,82.0,0
IMSERV-2025-0045880,SE,South East,SE-P8,IHD,EXCHANGE,Completed,2025-02-19,2025-02-03,2025-02-19,ENG-SE-051,3,,,165.0,82.0,0
IMSERV-2025-0045881,SE,South East,SE-P6,SMETS2,REPAIR,Cancelled,2025-02-19,2025-02-11,,,3,No access to meter,,0,0,0
IMSERV-2025-0045882,SE,South East,SE-P4,SMETS2_GAS,EXCHANGE,Booked,2025-02-19,2025-02-09,,ENG-SE-050,2,,,0,0,0
IMSERV-2025-0045883,SE,South East,SE-P7,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-07,2025-02-19,ENG-SE-030,4,,,185.0,95.0,0
IMSERV-2025-0045884,SE,South East,SE-P3,SMETS2,EXCHANGE,Aborted,2025-02-19,2025-02-16,,ENG-SE-018,2,,Health & safety concern,0,82.0,0
IMSERV-2025-0045885,SE,South East,SE-P5,SMETS2_GAS,NEW_INSTALL,Booked,2025-02-19,2025-02-09,,ENG-SE-014,5,,,0,0,0
IMSERV-2025-0045886,SE,South East,SE-P8,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-10,2025-02-19,ENG-SE-025,2,,,185.0,95.0,0
IMSERV-2025-0045887,SE,South East,SE-P6,SMETS2_GAS,REPAIR,Cancelled,2025-02-19,2025-02-06,,,3,Rescheduled by customer,,0,0,0
IMSERV-2025-0045888,SE,South East,SE-P1,SMETS2,NEW_INSTALL,Completed,2025-02-19,2025-02-12,2025-02-19,ENG-SE-026,2,,,185.0,95.0,0
IMSERV-2025-0045889,SE,South East,SE-P6,SMETS2,EXCHANGE,Completed,2025-02-19,2025-02-10,2025-02-19,ENG-SE-044,3,,,165.0,82.0,0
IMSERV-2025-0045890,SE,South East,SE-P6,SMETS2,REPAIR,Completed,2025-02-19,2025-02-04,2025-02-19,ENG-SE-038,3,,,120.0,65.0,0
IMSERV-2025-0045891,SE,South East,SE-P5,SMETS2_GAS,NEW_INSTALL,Completed,2025-02-19,2025-02-11,2025-02-19,ENG-SE-051,1,,,185.0,95.0,0
IMSERV-2025-0045892,SE,South East,SE-P7,SMETS1,REPAIR,Completed,2025-02-19,2025-02-08,2025-02-19,ENG-SE-007,3,,,120.0,65.0,0
